2020-06-12 05:16:27,53.692
2020-06-12 05:16:32,54.23
2020-06-12 05:16:35,53.692
2020-06-12 05:16:39,53.692
2020-06-12 05:16:43,54.23
2020-06-12 05:16:46,53.692
2020-06-12 05:16:49,54.23
2020-06-12 05:16:53,53.692
2020-06-12 05:16:56,53.692
2020-06-12 05:17:00,53.692
2020-06-12 05:17:04,54.768
2020-06-12 05:17:07,53.692
2020-06-12 05:17:11,53.692
2020-06-12 05:17:15,54.23
2020-06-12 05:17:18,53.692
2020-06-12 05:17:22,54.23
2020-06-12 05:17:25,54.23
2020-06-12 05:17:29,54.768
2020-06-12 05:17:32,53.692
2020-06-12 05:17:36,54.23
2020-06-12 05:17:39,54.768
2020-06-12 05:17:43,54.23
2020-06-12 05:17:46,54.23
2020-06-12 05:17:50,54.768
2020-06-12 05:17:53,54.768
2020-06-12 05:17:57,54.768
2020-06-12 05:18:00,54.23
2020-06-12 05:18:04,54.768
2020-06-12 05:18:07,54.768
2020-06-12 05:18:11,54.768
2020-06-12 05:18:14,54.23
2020-06-12 05:18:17,54.768
2020-06-12 05:18:21,54.768
2020-06-12 05:18:24,54.768
2020-06-12 05:18:28,54.768
2020-06-12 05:18:31,55.306
2020-06-12 05:18:35,54.768
2020-06-12 05:18:39,54.768
2020-06-12 05:18:42,55.306
2020-06-12 05:18:46,55.306
2020-06-12 05:18:49,54.768
2020-06-12 05:18:53,55.306
2020-06-12 05:18:56,54.768
2020-06-12 05:19:00,55.306
2020-06-12 05:19:03,54.768
2020-06-12 05:19:07,55.306
2020-06-12 05:19:10,55.844
2020-06-12 05:19:14,55.844
2020-06-12 05:19:17,55.306
2020-06-12 05:19:21,55.844
2020-06-12 05:19:24,54.768
2020-06-12 05:19:28,55.306
2020-06-12 05:19:31,55.306
2020-06-12 05:19:35,54.768
2020-06-12 05:19:38,55.306
2020-06-12 05:19:42,55.844
2020-06-12 05:19:45,55.306
2020-06-12 05:19:48,55.306
2020-06-12 05:19:52,55.844
2020-06-12 05:19:55,55.844
2020-06-12 05:19:59,55.306
2020-06-12 05:20:02,55.844
2020-06-12 05:20:06,55.844
2020-06-12 05:20:09,55.306
2020-06-12 05:20:13,54.768
2020-06-12 05:20:16,55.844
2020-06-12 05:20:20,55.844
2020-06-12 05:20:23,54.768
2020-06-12 05:20:27,55.844
2020-06-12 05:20:30,55.844
2020-06-12 05:20:34,55.844
2020-06-12 05:20:37,55.306
2020-06-12 05:20:40,55.844
2020-06-12 05:20:44,55.844
2020-06-12 05:20:47,55.844
2020-06-12 05:20:51,55.844
2020-06-12 05:20:54,55.844
2020-06-12 05:20:58,55.844
2020-06-12 05:21:01,55.844
2020-06-12 05:21:05,55.844
2020-06-12 05:21:08,55.844
2020-06-12 05:21:12,56.382
2020-06-12 05:21:15,55.844
2020-06-12 05:21:19,55.844
2020-06-12 05:21:22,54.768
2020-06-12 05:21:26,55.844
2020-06-12 05:21:29,55.844
2020-06-12 05:21:33,55.844
2020-06-12 05:21:36,55.844
2020-06-12 05:21:40,56.382
2020-06-12 06:20:07,59.61
2020-06-12 06:20:11,59.072
2020-06-12 06:20:15,57.996
2020-06-12 06:20:18,57.996
2020-06-12 06:20:22,57.996
2020-06-12 06:20:25,57.996
2020-06-12 06:20:29,57.996
2020-06-12 06:20:32,58.534
2020-06-12 06:20:36,58.534
2020-06-12 06:20:40,59.072
2020-06-12 06:20:43,59.072
2020-06-12 06:20:47,59.072
2020-06-12 06:21:11,59.072
2020-06-12 06:21:14,58.534
2020-06-12 06:21:18,59.072
2020-06-12 06:21:22,59.072
2020-06-12 06:21:25,59.072
2020-06-12 06:21:29,58.534
2020-06-12 06:21:32,59.072
2020-06-12 06:21:36,59.072
2020-06-12 06:21:39,59.072
2020-06-12 06:21:43,59.61
2020-06-12 06:21:46,59.072
2020-06-12 06:21:50,59.072
2020-06-12 06:21:54,59.072
2020-06-12 06:21:58,60.148
2020-06-12 06:22:02,59.072
2020-06-12 06:22:07,59.61
2020-06-12 06:51:53,62.3
2020-06-12 06:51:57,60.686
2020-06-12 06:52:29,61.224
2020-06-12 06:52:52,60.686
2020-06-12 06:53:19,62.3
2020-06-12 06:53:43,63.376
2020-06-12 06:54:08,62.3
2020-06-12 06:54:31,62.3
2020-06-12 06:54:56,62.838
2020-06-12 06:55:22,62.838
2020-06-12 06:55:48,62.838
2020-06-12 06:56:08,62.838
